Date,Open,High,Low,Close,Adj Close,Volume
2018-01-24,215.000000,215.000000,201.000000,206.500000,206.500000,791
2018-01-25,211.500000,216.500000,209.000000,209.000000,209.000000,758
2018-01-26,217.000000,220.500000,217.000000,217.500000,217.500000,688
2018-01-29,216.500000,229.500000,216.000000,227.000000,227.000000,471
2018-01-30,228.500000,230.000000,220.000000,228.000000,228.000000,619
2018-01-31,224.000000,227.500000,218.500000,222.500000,222.500000,483
2018-02-01,228.000000,228.000000,214.500000,216.500000,216.500000,755
2018-02-02,218.000000,218.000000,205.000000,216.000000,216.000000,599
2018-02-05,211.500000,218.000000,203.000000,214.000000,214.000000,158
2018-02-06,205.000000,211.500000,190.600006,207.500000,207.500000,2354
2018-02-07,215.000000,217.000000,213.000000,216.000000,216.000000,369
2018-02-08,217.000000,217.000000,215.000000,215.000000,215.000000,11
2018-02-09,207.000000,207.500000,197.600006,197.800003,197.800003,202
2018-02-12,205.000000,210.000000,205.000000,205.500000,205.500000,165
2018-02-13,207.500000,210.000000,198.000000,199.000000,199.000000,676
2018-02-14,207.500000,215.000000,203.500000,215.000000,215.000000,362
2018-02-15,218.000000,222.000000,214.000000,218.000000,218.000000,212
2018-02-16,225.500000,228.000000,222.000000,222.500000,222.500000,1631
2018-02-19,226.500000,227.000000,225.000000,225.000000,225.000000,111
2018-02-20,228.000000,230.000000,228.000000,230.000000,230.000000,127
2018-02-21,227.500000,230.500000,227.000000,228.500000,228.500000,223
2018-02-22,231.000000,239.000000,228.000000,229.000000,229.000000,286
2018-02-23,226.000000,228.500000,226.000000,228.500000,228.500000,35
2018-02-26,232.000000,240.000000,230.500000,239.500000,239.500000,340
2018-02-27,239.500000,242.500000,238.500000,241.000000,241.000000,291
2018-02-28,237.500000,237.500000,237.500000,237.500000,237.500000,1
2018-03-01,239.000000,241.500000,238.000000,239.000000,239.000000,278
2018-03-02,236.500000,236.500000,231.000000,233.500000,233.500000,275
2018-03-05,244.500000,251.000000,241.500000,251.000000,251.000000,179
2018-03-06,250.000000,261.000000,250.000000,259.500000,259.500000,481
2018-03-07,256.500000,260.000000,256.500000,260.000000,260.000000,171
2018-03-08,260.500000,263.000000,251.000000,255.000000,255.000000,261
2018-03-09,257.500000,265.000000,257.500000,264.500000,264.500000,340
2018-03-12,265.500000,273.000000,262.500000,262.500000,262.500000,660
2018-03-13,268.000000,271.500000,256.000000,256.000000,256.000000,726
2018-03-14,266.000000,266.000000,257.500000,259.000000,259.000000,134
2018-03-15,262.000000,266.500000,259.000000,266.500000,266.500000,266
2018-03-16,269.000000,269.000000,258.500000,262.000000,262.000000,132
2018-03-19,258.000000,258.000000,247.000000,254.000000,254.000000,229
2018-03-20,252.500000,259.500000,252.500000,259.000000,259.000000,167
2018-03-21,260.000000,260.000000,257.000000,260.000000,260.000000,111
2018-03-22,257.000000,257.000000,250.000000,250.000000,250.000000,125
2018-03-23,247.500000,249.000000,244.000000,246.500000,246.500000,81
2018-03-26,249.000000,252.500000,248.500000,251.000000,251.000000,66
2018-03-27,260.500000,261.500000,252.500000,261.000000,261.000000,69
2018-03-28,242.000000,251.500000,229.500000,229.500000,229.500000,387
2018-03-29,232.000000,246.000000,224.500000,232.000000,232.000000,485
2018-04-03,229.500000,233.500000,226.500000,230.000000,230.000000,224
2018-04-04,228.000000,228.000000,224.000000,227.500000,227.500000,219
2018-04-05,239.000000,243.000000,238.000000,243.000000,243.000000,318
2018-04-06,237.000000,237.000000,237.000000,237.000000,237.000000,10
2018-04-09,237.000000,242.000000,237.000000,242.000000,242.000000,61
2018-04-10,242.500000,242.500000,240.000000,240.000000,240.000000,59
2018-04-11,240.000000,250.000000,240.000000,248.500000,248.500000,117
2018-04-12,247.500000,248.500000,247.000000,248.500000,248.500000,27
2018-04-13,253.000000,258.500000,248.000000,248.000000,248.000000,206
2018-04-16,255.000000,265.000000,248.000000,248.000000,248.000000,511
2018-04-17,264.000000,270.000000,255.000000,267.500000,267.500000,789
2018-04-18,267.000000,275.500000,267.000000,268.500000,268.500000,561
2018-04-19,270.000000,272.000000,267.000000,268.000000,268.000000,301
2018-04-20,268.500000,278.000000,268.500000,270.000000,270.000000,60
2018-04-23,278.000000,278.000000,267.000000,269.000000,269.000000,105
2018-04-24,262.000000,264.000000,250.500000,253.000000,253.000000,324
2018-04-25,253.000000,253.000000,242.000000,252.000000,252.000000,205
2018-04-26,255.500000,268.000000,253.500000,259.000000,259.000000,241
2018-04-27,263.000000,264.000000,251.000000,258.000000,258.000000,406
2018-04-30,258.000000,260.000000,258.000000,259.500000,259.500000,66
2018-05-02,259.500000,264.000000,259.500000,264.000000,264.000000,141
2018-05-03,261.000000,263.000000,252.500000,259.500000,259.500000,57
2018-05-04,262.000000,265.000000,262.000000,265.000000,265.000000,36
2018-05-07,268.500000,278.000000,268.500000,275.000000,275.000000,359
2018-05-08,273.000000,275.500000,270.000000,273.500000,273.500000,164
2018-05-09,277.000000,280.000000,269.500000,278.500000,278.500000,362
2018-05-10,278.000000,279.500000,278.000000,279.000000,279.000000,214
2018-05-11,278.500000,278.500000,272.500000,275.500000,275.500000,70
2018-05-14,275.000000,276.500000,274.500000,276.500000,276.500000,55
2018-05-15,274.000000,276.500000,273.500000,274.500000,274.500000,116
2018-05-16,277.000000,279.000000,275.000000,279.000000,279.000000,126
2018-05-17,277.000000,280.000000,276.500000,280.000000,280.000000,151
2018-05-18,277.000000,277.000000,275.500000,277.000000,277.000000,22
2018-05-21,267.000000,280.000000,265.000000,280.000000,280.000000,266
2018-05-22,281.500000,285.500000,281.000000,282.500000,282.500000,191
2018-05-23,280.500000,284.000000,280.000000,283.000000,283.000000,55
2018-05-24,294.000000,304.500000,283.000000,291.000000,291.000000,303
2018-05-25,299.500000,306.500000,292.000000,303.000000,303.000000,624
2018-05-28,310.000000,310.000000,303.000000,308.000000,308.000000,372
2018-05-29,307.500000,308.500000,301.500000,307.500000,307.500000,412
2018-05-30,303.000000,310.500000,301.000000,303.000000,303.000000,307
2018-05-31,303.000000,304.000000,301.000000,301.000000,301.000000,353
2018-06-01,302.500000,305.000000,302.500000,305.000000,305.000000,122
2018-06-04,306.000000,310.000000,305.000000,306.000000,306.000000,174
2018-06-05,309.000000,317.000000,309.000000,316.500000,316.500000,530
2018-06-06,316.500000,316.500000,309.000000,310.500000,310.500000,696
2018-06-07,319.000000,319.000000,303.000000,306.000000,306.000000,253
2018-06-08,307.000000,318.000000,299.500000,307.000000,307.000000,1251
2018-06-11,307.000000,309.000000,306.500000,307.500000,307.500000,59
2018-06-12,307.000000,318.000000,298.000000,310.500000,310.500000,589
2018-06-13,309.000000,317.500000,309.000000,317.500000,317.500000,686
2018-06-14,320.000000,335.000000,311.000000,335.000000,335.000000,1107
2018-06-15,338.000000,344.500000,334.000000,340.500000,340.500000,762
2018-06-18,339.500000,349.500000,333.500000,339.000000,339.000000,786
2018-06-19,339.000000,344.000000,330.000000,343.500000,343.500000,1771
2018-06-20,351.000000,359.000000,348.000000,357.500000,357.500000,1069
2018-06-21,363.000000,374.000000,350.500000,358.500000,358.500000,1400
2018-06-22,370.000000,370.000000,354.000000,354.500000,354.500000,955
2018-06-25,343.000000,350.500000,327.500000,327.500000,327.500000,2148
2018-06-26,340.000000,340.000000,332.000000,339.500000,339.500000,521
2018-06-27,341.000000,354.000000,338.000000,348.000000,348.000000,573
2018-06-28,342.000000,344.000000,335.000000,335.000000,335.000000,666
2018-06-29,341.500000,345.000000,338.000000,338.000000,338.000000,456
2018-07-02,334.500000,338.000000,328.000000,338.000000,338.000000,241
2018-07-03,341.000000,345.000000,339.000000,340.000000,340.000000,340
2018-07-04,335.500000,337.500000,333.500000,334.500000,334.500000,212
2018-07-05,335.500000,339.500000,335.000000,335.000000,335.000000,190
2018-07-06,339.500000,344.500000,337.500000,343.500000,343.500000,387
2018-07-09,352.000000,355.000000,350.000000,354.000000,354.000000,318
2018-07-10,358.000000,360.000000,354.000000,356.000000,356.000000,531
2018-07-11,360.000000,360.000000,348.500000,355.000000,355.000000,429
2018-07-12,358.000000,358.000000,350.000000,350.000000,350.000000,223
2018-07-13,356.000000,356.500000,341.000000,343.500000,343.500000,563
2018-07-16,343.000000,344.000000,335.000000,338.500000,338.500000,628
2018-07-17,329.500000,329.500000,280.000000,315.500000,315.500000,4112
2018-07-18,320.500000,332.000000,320.500000,325.000000,325.000000,2295
2018-07-19,324.000000,324.000000,318.000000,318.000000,318.000000,529
2018-07-20,318.000000,318.000000,311.000000,311.000000,311.000000,241
2018-07-23,304.500000,308.500000,303.500000,308.000000,308.000000,390
2018-07-24,319.000000,319.500000,307.000000,307.000000,307.000000,320
2018-07-25,305.000000,306.000000,302.500000,304.500000,304.500000,552
2018-07-26,302.500000,312.500000,302.500000,312.500000,312.500000,275
2018-07-27,314.000000,315.500000,308.000000,309.500000,309.500000,397
2018-07-30,305.000000,305.000000,289.000000,289.000000,289.000000,974
2018-07-31,290.000000,290.000000,281.500000,288.000000,288.000000,1018
2018-08-01,292.000000,292.000000,289.000000,289.000000,289.000000,181
2018-08-02,289.500000,292.000000,288.000000,291.500000,291.500000,355
2018-08-03,300.500000,300.500000,296.000000,296.000000,296.000000,183
2018-08-06,298.000000,298.500000,295.000000,298.500000,298.500000,225
2018-08-07,305.500000,306.500000,302.500000,302.500000,302.500000,388
2018-08-08,303.500000,304.500000,301.500000,302.000000,302.000000,71
2018-08-09,300.000000,304.000000,300.000000,302.500000,302.500000,100
2018-08-10,303.000000,303.500000,302.000000,303.000000,303.000000,176
2018-08-13,303.500000,304.500000,299.000000,301.500000,301.500000,392
2018-08-14,300.500000,301.000000,295.500000,299.000000,299.000000,199
2018-08-16,286.000000,290.000000,286.000000,287.500000,287.500000,276
2018-08-17,282.500000,283.000000,276.000000,276.000000,276.000000,225
2018-08-20,277.500000,282.500000,273.500000,282.500000,282.500000,179
2018-08-21,287.000000,296.000000,285.500000,296.000000,296.000000,645
2018-08-22,291.000000,297.500000,286.000000,295.500000,295.500000,1718
2018-08-23,307.000000,307.000000,294.000000,294.000000,294.000000,413
2018-08-24,295.000000,303.000000,293.500000,301.000000,301.000000,451
2018-08-27,310.500000,321.000000,310.500000,318.500000,318.500000,1374
2018-08-28,319.500000,330.000000,308.000000,311.500000,311.500000,396
2018-08-29,317.500000,317.500000,310.500000,313.000000,313.000000,219
2018-08-30,315.500000,320.000000,312.000000,319.000000,319.000000,303
2018-08-31,317.000000,322.500000,316.500000,321.000000,321.000000,364
2018-09-03,321.000000,321.000000,317.500000,318.000000,318.000000,339
2018-09-04,320.000000,320.000000,313.500000,316.500000,316.500000,595
2018-09-05,316.000000,316.000000,295.000000,299.000000,299.000000,669
2018-09-06,299.000000,304.000000,295.000000,295.000000,295.000000,271
2018-09-07,296.500000,306.500000,295.000000,306.000000,306.000000,200
2018-09-10,305.500000,306.500000,297.500000,299.500000,299.500000,256
2018-09-11,301.000000,305.500000,296.000000,303.000000,303.000000,201
2018-09-12,306.500000,313.000000,306.500000,313.000000,313.000000,383
2018-09-13,317.000000,320.000000,316.000000,317.000000,317.000000,228
2018-09-14,317.000000,318.500000,314.500000,315.500000,315.500000,342
2018-09-17,313.000000,313.000000,304.500000,305.500000,305.500000,442
2018-09-18,302.500000,308.000000,299.500000,308.000000,308.000000,223
2018-09-19,314.000000,323.000000,306.500000,310.000000,310.000000,984
2018-09-20,314.000000,315.000000,310.000000,310.500000,310.500000,210
2018-09-21,311.000000,315.000000,309.000000,311.000000,311.000000,314
2018-09-24,305.000000,314.000000,304.500000,312.500000,312.500000,213
2018-09-25,314.500000,315.000000,310.000000,313.000000,313.000000,85
2018-09-26,316.000000,321.500000,314.000000,320.500000,320.500000,334
2018-09-27,322.500000,326.000000,321.500000,325.500000,325.500000,304
2018-09-28,326.000000,328.500000,324.500000,324.500000,324.500000,376
2018-10-01,326.500000,332.500000,324.500000,332.000000,332.000000,579
2018-10-02,333.000000,335.000000,324.000000,331.500000,331.500000,787
2018-10-03,331.500000,336.500000,324.500000,326.500000,326.500000,339
2018-10-04,325.500000,327.000000,315.500000,319.500000,319.500000,449
2018-10-05,316.500000,318.000000,300.500000,300.500000,300.500000,548
2018-10-08,309.000000,309.000000,300.000000,300.000000,300.000000,117
2018-10-09,303.000000,311.000000,301.500000,309.000000,309.000000,335
2018-10-10,302.000000,302.000000,288.000000,288.000000,288.000000,140
2018-10-11,292.000000,292.000000,273.500000,278.000000,278.000000,1341
2018-10-12,285.500000,295.000000,284.000000,293.000000,293.000000,654
2018-10-15,295.000000,304.500000,283.500000,283.500000,283.500000,667
2018-10-16,289.000000,293.000000,285.500000,290.000000,290.000000,95
2018-10-17,329.000000,335.000000,315.000000,317.500000,317.500000,2412
2018-10-18,317.000000,317.000000,302.500000,302.500000,302.500000,195
2018-10-19,304.000000,310.000000,304.000000,305.500000,305.500000,190
2018-10-22,303.500000,303.500000,279.000000,289.000000,289.000000,845
2018-10-23,284.000000,284.000000,277.000000,283.000000,283.000000,700
2018-10-24,290.000000,293.500000,280.000000,282.000000,282.000000,159
2018-10-25,269.500000,275.500000,264.500000,272.000000,272.000000,421
2018-10-26,266.000000,268.500000,257.500000,263.500000,263.500000,621
2018-10-29,265.500000,270.500000,249.500000,249.500000,249.500000,400
2018-10-30,252.000000,253.000000,240.000000,252.500000,252.500000,747
2018-10-31,256.000000,274.500000,256.000000,267.500000,267.500000,358
2018-11-01,269.000000,271.500000,268.000000,271.500000,271.500000,58
2018-11-02,279.500000,282.500000,276.500000,277.000000,277.000000,354
2018-11-05,277.000000,277.000000,268.000000,268.000000,268.000000,194
2018-11-06,275.500000,275.500000,273.000000,273.000000,273.000000,46
2018-11-07,274.000000,283.500000,274.000000,283.500000,283.500000,64
2018-11-08,285.500000,287.500000,285.000000,285.000000,285.000000,215
2018-11-09,285.000000,285.000000,269.500000,269.500000,269.500000,112
2018-11-12,270.000000,271.000000,262.000000,262.000000,262.000000,128
2018-11-13,264.000000,265.000000,258.000000,265.000000,265.000000,162
2018-11-14,265.000000,265.000000,251.500000,252.500000,252.500000,97
2018-11-15,255.500000,255.500000,249.500000,252.000000,252.000000,193
2018-11-16,253.000000,253.500000,250.000000,250.000000,250.000000,198
2018-11-19,252.500000,252.500000,240.000000,240.000000,240.000000,110
2018-11-20,249.000000,249.000000,222.000000,236.500000,236.500000,1050
2018-11-21,238.500000,242.000000,234.000000,234.000000,234.000000,163
2018-11-22,228.500000,230.500000,228.500000,230.000000,230.000000,8
2018-11-23,228.000000,230.000000,227.500000,229.500000,229.500000,438
2018-11-26,232.500000,232.500000,225.000000,231.000000,231.000000,324
2018-11-27,231.000000,237.000000,228.000000,236.000000,236.000000,189
2018-11-28,238.000000,239.500000,235.500000,235.500000,235.500000,112
2018-11-29,247.500000,247.500000,242.000000,246.000000,246.000000,297
2018-11-30,254.000000,256.000000,252.000000,255.500000,255.500000,180
2018-12-03,261.000000,264.000000,259.000000,260.500000,260.500000,215
2018-12-04,260.000000,260.000000,250.000000,251.000000,251.000000,34
2018-12-05,248.000000,248.000000,244.000000,246.000000,246.000000,25
2018-12-06,239.500000,242.500000,235.000000,242.500000,242.500000,510
2018-12-07,246.500000,250.000000,246.500000,250.000000,250.000000,77
2018-12-10,232.000000,234.000000,230.000000,230.000000,230.000000,556
2018-12-11,235.500000,241.500000,235.500000,240.000000,240.000000,56
2018-12-12,238.000000,240.000000,238.000000,240.000000,240.000000,43
2018-12-13,245.500000,245.500000,240.000000,240.000000,240.000000,524
2018-12-14,240.000000,240.000000,240.000000,240.000000,240.000000,0
2018-12-17,234.500000,240.000000,231.500000,239.000000,239.000000,195
2018-12-18,239.000000,239.000000,239.000000,239.000000,239.000000,0
2018-12-19,237.000000,245.000000,237.000000,245.000000,245.000000,136
2018-12-20,233.000000,233.500000,225.000000,225.000000,225.000000,79
2018-12-21,228.500000,233.500000,221.000000,221.000000,221.000000,150
2018-12-27,225.000000,225.000000,214.500000,214.500000,214.500000,262
2018-12-28,225.000000,234.000000,224.000000,234.000000,234.000000,116
2019-01-02,228.000000,234.500000,227.500000,233.500000,233.500000,79
2019-01-03,231.000000,237.500000,231.000000,237.500000,237.500000,128
2019-01-04,240.000000,255.000000,240.000000,254.000000,254.000000,434
2019-01-07,261.500000,272.500000,259.500000,271.500000,271.500000,324
2019-01-08,277.500000,280.000000,273.000000,273.000000,273.000000,340
2019-01-09,279.500000,283.000000,275.000000,278.500000,278.500000,444
2019-01-10,275.000000,291.500000,272.000000,291.500000,291.500000,569
2019-01-11,286.000000,295.500000,286.000000,292.000000,292.000000,1170
2019-01-14,299.000000,299.000000,287.500000,290.000000,290.000000,295
2019-01-15,290.000000,310.500000,290.000000,310.000000,310.000000,1147
2019-01-16,310.000000,314.000000,304.500000,310.000000,310.000000,714
2019-01-17,305.500000,310.000000,305.500000,308.000000,308.000000,202
2019-01-18,298.000000,309.500000,297.000000,301.500000,301.500000,1032
2019-01-21,298.000000,298.500000,296.000000,296.000000,296.000000,183
2019-01-22,294.500000,296.000000,288.000000,290.000000,290.000000,774
2019-01-23,285.000000,288.500000,283.000000,283.500000,283.500000,226
2019-01-24,283.500000,286.000000,283.500000,285.000000,285.000000,192
2019-01-25,290.000000,294.500000,289.500000,294.000000,294.000000,159
2019-01-28,294.500000,294.500000,293.000000,293.500000,293.500000,25
2019-01-29,290.500000,294.000000,288.000000,288.000000,288.000000,214
2019-01-30,286.000000,291.000000,286.000000,290.000000,290.000000,75
2019-01-31,297.000000,298.000000,295.500000,295.500000,295.500000,133
2019-02-01,297.000000,300.000000,293.000000,299.000000,299.000000,112
2019-02-04,299.000000,306.000000,295.500000,305.000000,305.000000,339
2019-02-05,307.500000,313.000000,306.500000,311.500000,311.500000,326
2019-02-06,313.000000,313.000000,306.000000,310.000000,310.000000,388
2019-02-07,316.500000,316.500000,302.000000,302.000000,302.000000,217
2019-02-08,301.000000,303.500000,299.000000,303.000000,303.000000,181
2019-02-11,303.000000,311.000000,303.000000,308.500000,308.500000,234
2019-02-12,308.500000,314.000000,308.000000,313.000000,313.000000,268
2019-02-13,320.000000,321.000000,311.000000,314.500000,314.500000,461
2019-02-14,312.000000,314.500000,310.000000,312.500000,312.500000,262
2019-02-15,317.500000,324.000000,317.000000,318.000000,318.000000,747
2019-02-18,317.000000,317.000000,317.000000,317.000000,317.000000,19
2019-02-19,316.000000,319.500000,312.000000,319.500000,319.500000,136
2019-02-20,320.000000,323.000000,319.000000,320.500000,320.500000,153
2019-02-21,318.500000,319.000000,314.000000,314.000000,314.000000,76
2019-02-22,315.000000,321.000000,315.000000,321.000000,321.000000,158
2019-02-25,322.000000,326.000000,320.000000,324.500000,324.500000,729
2019-02-26,321.000000,321.000000,318.000000,318.000000,318.000000,36
2019-02-27,320.000000,323.500000,316.000000,318.000000,318.000000,252
2019-02-28,321.000000,321.000000,316.500000,318.000000,318.000000,47
2019-03-01,317.500000,318.500000,314.000000,314.000000,314.000000,244
2019-03-04,320.000000,320.000000,315.500000,318.000000,318.000000,129
2019-03-05,311.500000,311.500000,308.500000,311.000000,311.000000,193
2019-03-06,311.500000,314.000000,311.500000,314.000000,314.000000,159
2019-03-07,316.000000,321.500000,316.000000,319.000000,319.000000,187
2019-03-08,313.500000,313.500000,307.000000,310.000000,310.000000,132
2019-03-11,313.000000,313.000000,309.500000,312.000000,312.000000,36
2019-03-12,319.500000,319.500000,314.500000,314.500000,314.500000,67
2019-03-13,315.000000,317.000000,312.500000,312.500000,312.500000,64
2019-03-14,318.500000,320.500000,317.500000,320.500000,320.500000,54
2019-03-15,318.500000,320.000000,316.500000,316.500000,316.500000,353
2019-03-18,317.500000,325.500000,317.500000,323.500000,323.500000,231
2019-03-19,322.000000,323.000000,318.000000,319.000000,319.000000,212
2019-03-20,315.500000,320.000000,315.500000,320.000000,320.000000,51
2019-03-21,328.500000,330.000000,326.000000,330.000000,330.000000,326
2019-03-22,333.000000,335.000000,324.000000,324.500000,324.500000,706
2019-03-25,310.000000,321.500000,310.000000,320.500000,320.500000,384
2019-03-26,324.000000,325.000000,321.000000,321.000000,321.000000,169
2019-03-27,320.000000,320.500000,318.000000,318.000000,318.000000,269
2019-03-28,315.000000,316.000000,314.500000,314.500000,314.500000,146
2019-03-29,319.000000,319.000000,316.000000,316.000000,316.000000,48
2019-04-01,322.000000,324.000000,320.000000,322.000000,322.000000,293
2019-04-02,326.000000,326.000000,324.000000,326.000000,326.000000,145
2019-04-03,330.000000,332.000000,328.000000,332.000000,332.000000,331
2019-04-04,330.000000,332.000000,326.000000,328.000000,328.000000,156
2019-04-05,326.000000,326.000000,326.000000,326.000000,326.000000,7
2019-04-08,324.000000,326.000000,322.000000,322.000000,322.000000,134
2019-04-09,322.000000,326.000000,320.000000,326.000000,326.000000,69
2019-04-10,322.000000,326.000000,320.000000,326.000000,326.000000,221
2019-04-11,322.000000,326.000000,322.000000,326.000000,326.000000,209
2019-04-12,326.000000,326.000000,310.000000,312.000000,312.000000,1049
2019-04-15,312.000000,314.000000,302.000000,304.000000,304.000000,1840
2019-04-16,310.000000,318.000000,310.000000,318.000000,318.000000,1179
2019-04-17,316.000000,328.000000,312.000000,318.000000,318.000000,2678
2019-04-18,316.000000,318.000000,310.000000,318.000000,318.000000,480
2019-04-23,332.000000,340.000000,324.000000,340.000000,340.000000,1032
2019-04-24,334.000000,342.000000,334.000000,336.000000,336.000000,133
2019-04-25,338.000000,340.000000,330.000000,332.000000,332.000000,318
2019-04-26,330.000000,334.000000,330.000000,334.000000,334.000000,96
2019-04-29,336.000000,336.000000,332.000000,332.000000,332.000000,81
2019-04-30,330.000000,332.000000,328.000000,330.000000,330.000000,298
2019-05-02,344.000000,344.000000,332.000000,338.000000,338.000000,431
2019-05-03,332.000000,342.000000,332.000000,340.000000,340.000000,267
2019-05-06,332.000000,340.000000,332.000000,340.000000,340.000000,649
2019-05-07,336.000000,338.000000,330.000000,332.000000,332.000000,507
2019-05-08,332.000000,332.000000,324.000000,328.000000,328.000000,642
2019-05-09,322.000000,324.000000,314.000000,320.000000,320.000000,958
2019-05-10,324.000000,326.000000,316.000000,316.000000,316.000000,1518
2019-05-13,316.000000,318.000000,304.000000,308.000000,308.000000,1878
2019-05-14,310.000000,312.000000,306.000000,310.000000,310.000000,1779
2019-05-15,312.000000,316.000000,306.000000,316.000000,316.000000,1122
2019-05-16,318.000000,324.000000,316.000000,324.000000,324.000000,1406
2019-05-17,322.000000,322.000000,318.000000,322.000000,322.000000,875
2019-05-20,320.000000,320.000000,310.000000,314.000000,314.000000,1301
2019-05-21,314.000000,318.000000,314.000000,318.000000,318.000000,1048
2019-05-22,318.000000,328.000000,318.000000,326.000000,326.000000,1200
2019-05-23,320.000000,320.000000,316.000000,316.000000,316.000000,1466
2019-05-24,318.000000,322.000000,318.000000,318.000000,318.000000,960
2019-05-27,318.000000,318.000000,318.000000,318.000000,318.000000,19
2019-05-28,318.000000,322.000000,316.000000,320.000000,320.000000,814
2019-05-29,316.000000,316.000000,314.000000,314.000000,314.000000,974
2019-05-30,314.000000,318.000000,314.000000,318.000000,318.000000,319
2019-05-31,310.000000,312.000000,310.000000,312.000000,312.000000,585
2019-06-03,306.000000,308.000000,298.000000,302.000000,302.000000,1453
2019-06-04,300.000000,312.000000,300.000000,312.000000,312.000000,1407
2019-06-05,316.000000,318.000000,310.000000,314.000000,314.000000,1293
2019-06-06,316.000000,318.000000,314.000000,314.000000,314.000000,870
2019-06-07,318.000000,322.000000,314.000000,320.000000,320.000000,908
